﻿Nom du festival;Région principale de déroulement;Département principal de déroulement;Commune principale de déroulement;Code postal;Site internet du festival;Adresse e-mail;Décennie de création du festival;Année de création du festival;Discipline dominante;Période principale de déroulement du festival;Géocodage xy
Musicaves;Bourgogne-Franche-Comté;Saône-et-Loire;Givry;71221;https://festival-les-musicaves.fr/;contact@festival-les-musicaves.fr;De 1990 à 1999;1998;Musique;Saison (21 juin - 5 septembre);46.7702122725, 4.75441496992
Festival 31 notes d'été;Occitanie;Haute-Garonne;Toulouse;31555;https://www.haute-garonne.fr/dossier/31-notes-dete;"contact;dav@cd31.fr";De 1990 à 1999;1998;Pluridisciplinaire;Saison (21 juin - 5 septembre);43.5963814303, 1.43167293364
Jazztitudes;Hauts-de-France;Aisne;Laon;2408;https://www.jazztitudes.org/;contact@jazztitudes.org;De 1990 à 1999;1998;Musique;Avant-saison (1er janvier - 20 juin);49.5679724897, 3.62089561902
Éclats de voix;Occitanie;Gers;Preignan;32331;http://www.eclatsdevoix.com/;eclatsdevoix@orange.fr;De 1990 à 1999;1998;Musique;Avant-saison (1er janvier - 20 juin);43.7210485292, 0.636835530591
Blues sur Seine;Île-de-France;Yvelines;Mantes-la-Ville;78362;https://www.blues-sur-seine.com/;contact@blues-sur-seine.com;De 1990 à 1999;1998;Musique;Après-saison (6 septembre - 31 décembre);48.9747939435, 1.71205571778
Les Embellies;Bretagne;Ille-et-Vilaine;Rennes;35238;http://www.festival-lesembellies.com;com.patchrock@gmail.com;De 1990 à 1999;1998;Musique;Avant-saison (1er janvier - 20 juin);48.1119791219, -1.68186449144
Avec le temps;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Marseille;13055;https://festival-avecletemps.com;maud@grandbonheur.org;De 1990 à 1999;1998;Musique;Avant-saison (1er janvier - 20 juin);43.296346, 5.369889
Festival Caraïp'-hop;Martinique;Martinique;Carbet;97204;caraiphop.com (lancement en janvier 2022 avant la prochaine édition);contact@versionhiphop.com;De 1990 à 1999;1998;Spectacle vivant;Octobre;14.7110039815, -61.1647565483
Laryrock;Nouvelle-Aquitaine;Charente-Maritime;Chevanceaux;17104;http://www.laryrock-festival.fr/;laryrock@live.fr;De 1990 à 1999;1998;Musique;Saison (21 juin - 5 septembre);45.2991036157, -0.212745427896
Jazz Entre Les deux Tours;Nouvelle-Aquitaine;Charente-Maritime;La Rochelle;17300;http://www.jazzentrelesdeuxtours.fr;jeldt17@sfr.fr;De 1990 à 1999;1998;Musique;Après-saison (6 septembre - 31 décembre);46.1620643972, -1.17465702836
Festival de Leucate Sol y Fiesta;Occitanie;Aude;Leucate;11202;https://www.tourisme-leucate.fr/bouger/leucate-le-plein-danimations/sol-y-fiesta/;;De 1990 à 1999;1998;Spectacle vivant;Avant-saison (1er janvier - 20 juin);42.8993650672, 3.02676038573
Festival du film taurin et camarguais;Occitanie;Gard;Saint-Geniès-de-Malgoirès;30255;https://www.flanerbouger.fr/events/festivals/30190-festival-du-film-taurin-et-camarguais-saint-genies-de-malgoires-840524;michel.pierre7@wanadoo.fr;De 1990 à 1999;1998;Cinéma, audiovisuel;Avant-saison (1er janvier - 20 juin);43.94623194, 4.2131714959
Les Turbulentes;Hauts-de-France;Nord;Vieux-Condé;59616;;virginie.foucault@leboulon.fr;De 1990 à 1999;1998;Pluridisciplinaire;Avant-saison (1er janvier - 20 juin);50.4735638651, 3.56606734565
Cabaret frappé;Auvergne-Rhône-Alpes;Isère;Grenoble;38185;www.cabaret-frappe.com;;De 1990 à 1999;1998;Musique;Saison (21 juin - 5 septembre);45.1821215167, 5.72133051752
Bruissements d'Elles;Centre-Val de Loire;Indre-et-Loire;Joué-lès-Tours;37122;http://bruissementsdelles.fr/;;De 1990 à 1999;1998;Spectacle vivant;Avant-saison (1er janvier - 20 juin);47.333556074, 0.654546300116
Les Primeurs de Massy;Île-de-France;Essonne;Massy;91377;http://lesprimeursdemassy.fr/;contact@paul-b.fr;De 1990 à 1999;1998;Musique;Après-saison (6 septembre - 31 décembre);48.7277896426, 2.27513131903
Toma - théâtres d’outre-mer en avignon;Provence-Alpes-Côte d'Azur;Vaucluse;Avignon;84007;Www.verbeincarne.fr;toma@verbeincarne.fr;De 1990 à 1999;1998;Spectacle vivant;Saison (21 juin - 5 septembre);43.9352448339, 4.84071572505
Festival de BD Jetez l'encre;Occitanie;Hérault;Fabrègues;34095;http://bd.jetezlencre.fr/;jetezlencre34690@gmail.com;De 1990 à 1999;1998;Livre, littérature;Après-saison (6 septembre - 31 décembre);43.5344767016, 3.77192951891
Graines d’Images Junior;Pays de la Loire;Sarthe;Le Mans;72181;https://grainesdimages.com;;De 1990 à 1999;1998;Cinéma, audiovisuel;Après-saison (6 septembre - 31 décembre);47.9885256718, 0.200030493539
Jetez l'encre;Occitanie;Hérault;Fabrègues;34095;http://bd.jetezlencre.fr/;jetezlencre34690@gmail.com;De 1990 à 1999;1998;Livre, littérature;Après-saison (6 septembre - 31 décembre);43.5344767016, 3.77192951891
Le Printemps des Bretelles;Grand Est;Bas-Rhin;Illkirch-Graffenstaden;67218;www.printempsdesbretelles.fr;f.staub@illiade.com;De 1990 à 1999;1998;Spectacle vivant;Après-saison (6 septembre - 31 décembre);48.5200498962, 7.73129588098
Les Années Joué;Centre-Val de Loire;Indre-et-Loire;Joué-lès-Tours;37122;www.anneesjoue.fr;lesanneesjoue@jouelestours.fr;De 1990 à 1999;1998;Spectacle vivant;Avant-saison (1er janvier - 20 juin);47.333556074, 0.654546300116
Festival Quand on conte;Nouvelle-Aquitaine;Vienne;Nouaillé-Maupertuis;86180;http://quandonconte.free.fr;quandonconte@orange.fr;De 1990 à 1999;1998;Spectacle vivant;Avant-saison (1er janvier - 20 juin);46.5052879632, 0.418002332762
Fête du livre jeunesse de Villeurbanne;Auvergne-Rhône-Alpes;Métropole de Lyon;Villeurbanne;69266;http://www.fetedulivre.villeurbanne.fr/;;De 1990 à 1999;1998;Livre, littérature;Avant-saison (1er janvier - 20 juin);45.7707704179, 4.88845817426
Ciné32 Indépendance(s) et Création;Occitanie;Gers;Auch;32013;http://www.independancesetcreation.com/;festival@cine32.com;De 1990 à 1999;1998;Cinéma, audiovisuel;Après-saison (6 septembre - 31 décembre);43.6534300414, 0.575190250459
Le printemps du monde;Provence-Alpes-Côte d'Azur;Var;Correns;83045;http://www.le-chantier.com/;le-chantier@le-chantier.com;De 1990 à 1999;1998;Musique;Avant-saison (1er janvier - 20 juin);43.4864185627, 6.06826217623
L'écriture Je Sais d'où elle vient;Nouvelle-Aquitaine;Lot-et-Garonne;Duras;47086;www.margueriteduras.org;contact@marguerite-duras.org;De 1990 à 1999;1997;Livre, littérature;Après-saison (6 septembre - 31 décembre);44.6760156672, 0.201414040802
Festival Franz Liszt;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Levens;6075;;pierre.bailet@free.fr;De 1990 à 1999;1997;Musique;Après-saison (6 septembre - 31 décembre);43.8500976014, 7.24033027327
Les estivales de Saône;Bourgogne-Franche-Comté;Haute-Saône;Scey-sur-Saône-et-Saint-Albin;70482;www.echosystem70.fr;contact@echosystem70.fr;De 1990 à 1999;1997;Musique;Saison (21 juin - 5 septembre);47.6798278841, 5.96387998278
Celtivales;Bourgogne-Franche-Comté;Doubs;Pierrefontaine-les-Varans;25453;www.celtivales.com;contact@celtivales.com;De 1990 à 1999;1997;Musique;Après-saison (6 septembre - 31 décembre);47.2194158941, 6.5503792835
FestiSagonne;Centre-Val de Loire;Cher;Sagonne;18195;http://www.festisagonne.fr;Contact@festisagonne.fr;De 1990 à 1999;1997;Musique;Saison (21 juin - 5 septembre);46.8604606569, 2.82886441436
Festival du film francophone d'Albi - Les Oeillades;Occitanie;Tarn;Albi;81004;https://cine-oeillades.fr/;oeillades.cineforum@gmail.com;De 1990 à 1999;1997;Cinéma, audiovisuel;Après-saison (6 septembre - 31 décembre);43.9258213622, 2.14686328555
Photo Montier;Grand Est;Haute-Marne;La Porte du Der;52331;www.photo-montier.org;contact@photo-montier.org;De 1990 à 1999;1997;Arts visuels, arts numériques;Après-saison (6 septembre - 31 décembre);48.4874732749, 4.78668890124
Paris Photo;Île-de-France;Paris;Paris;75056;https://www.parisphoto.com/;;De 1990 à 1999;1997;Arts visuels, arts numériques;Après-saison (6 septembre - 31 décembre);48.8560825982, 2.31243868773
Garorock;Nouvelle-Aquitaine;Lot-et-Garonne;Marmande;47157;http://www.garorock.com/;infos@garorock.com;De 1990 à 1999;1997;Musique;Saison (21 juin - 5 septembre);44.5055176845, 0.172174280849
Hartzaro;Nouvelle-Aquitaine;Pyrénées-Atlantiques;Ustaritz;64547;http://herrisoinu.eus/fr/;herri.soinu@laposte.net;De 1990 à 1999;1997;Spectacle vivant;Avant-saison (1er janvier - 20 juin);43.401807303, -1.4751898518
La Tête Dans Les Nuages;Nouvelle-Aquitaine;Charente;Angoulême;16015;http://www.theatre-angouleme.org;infos@theatre-angouleme.org;De 1990 à 1999;1997;Spectacle vivant;Avant-saison (1er janvier - 20 juin);45.6472585146, 0.14514490683
Soirées Musicales en Val-de-Seugne;Nouvelle-Aquitaine;Charente-Maritime;Fontaines-d'Ozillac;17163;http://www.festival-valdeseugne.fr/;association.valdeseugne@gmail.com;De 1990 à 1999;1997;Musique;Saison (21 juin - 5 septembre);45.3786053942, -0.382932208818
Festival Coquelicontes;Nouvelle-Aquitaine;Haute-Vienne;Limoges;87085;http://alca-nouvelle-aquitaine.fr;alca@alca-nouvelle-aquitaine.fr;De 1990 à 1999;1997;Spectacle vivant;Avant-saison (1er janvier - 20 juin);45.8542549589, 1.2487579024
Fête du livre jeunesse de Morteau;Bourgogne-Franche-Comté;Doubs;Morteau;25411;;mediatheque@morteau.org, patricia.roussel-galle@morteau.org;De 1990 à 1999;1997;Livre, littérature;Avant-saison (1er janvier - 20 juin);47.063408704, 6.58305657113
SummerLied;Grand Est;Bas-Rhin;Ohlungen;67359;https://summerlied.org/;info@summerlied.org;De 1990 à 1999;1997;Musique;Saison (21 juin - 5 septembre);48.8121908123, 7.69421854068
Les Trans'urbaines;Auvergne-Rhône-Alpes;Puy-de-Dôme;Clermont-Ferrand;63113;www.transurbaines.com;transurbaines.direction@gmail.com;De 1990 à 1999;1997;Spectacle vivant;Après-saison (6 septembre - 31 décembre);45.7856492991, 3.11554542903
D'ailleurs et Dici;Grand Est;Haut-Rhin;Colmar;68066;dailleursdici.com;contact@dailleursdici.com;De 1990 à 1999;1997;Spectacle vivant;Saison (21 juin - 5 septembre);48.1099405789, 7.38468690323
Festival Fiest’A Sète;Occitanie;Hérault;Sète;34301;www.fiestasete.com;info@fiestasete.com;De 1990 à 1999;1997;Musique;Saison (21 juin - 5 septembre);43.3917705831, 3.64705148296
Festival de Chaillol;Provence-Alpes-Côte d'Azur;Hautes-Alpes;Saint-Michel-de-Chaillol;5153;www.festivaldechaillol.com;direction@festivaldechaillol.com;De 1990 à 1999;1997;Musique;Saison (21 juin - 5 septembre);44.6888900905, 6.16982010891
Les royal's du rire;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Mandelieu-La-Napoule;6079;WWW.MANDELIEU.FR;c.rolando@mairie-mandelieu.fr;De 1990 à 1999;1997;Spectacle vivant;Après-saison (6 septembre - 31 décembre);43.5380510468, 6.91808936542
Festival Pause guitare à Albi;Occitanie;Tarn;Albi;81004;https://www.pauseguitare.net/;justine@arpegesettremolos.net;De 1990 à 1999;1997;Musique;Saison (21 juin - 5 septembre);43.9258213622, 2.14686328555
Musiques en Haut//Estivales des Orgues;Bourgogne-Franche-Comté;Jura;Hauts de Bienne;39368;estivales-des-orgues.fr;orgueshautjura@gmail.com;De 1990 à 1999;1997;Musique;Saison (21 juin - 5 septembre);46.5258425381, 6.03328656487
Festival des Anches d'Azur;Provence-Alpes-Côte d'Azur;Var;La Croix-Valmer;83048;http://www.cote.azur.fr/actualites/info_festivals_musique-classique_15089.htm;;de 1990 à 1999;1997;Musique;Saison (21 juin - 5 septembre);43.1951890718, 6.5862813598
Ida Y Vuelta;Occitanie;Pyrénées-Orientales;Perpignan;66136;https://www.idayvuelta-festival.fr//;news@casamusicale.net;De 1990 à 1999;1997;Musique;Avant-saison (1er janvier - 20 juin);42.6965954131, 2.89936953979
Détours en Cinécourt;Occitanie;Haute-Garonne;Saint-Genies-Bellevue;31484;www.cinecourt-bellevue.com;detours31@gmail.com;De 1990 à 1999;1997;Cinéma, audiovisuel;Avant-saison (1er janvier - 20 juin);43.6848850771, 1.48047033439
La Pamparina;Auvergne-Rhône-Alpes;Puy-de-Dôme;Thiers;63430;www.pamparinalefestival.com www.ville-thiers.fr;evece@thiers.fr;De 1990 à 1999;1997;Musique;Saison (21 juin - 5 septembre);45.8620554106, 3.53945258847
Festival cinéma espagnol et latino américain;Corse;Corse-du-Sud;Ajaccio;2A004;https://www.latinita.fr/;;De 1990 à 1999;1997;Cinéma, audiovisuel;Avant-saison (1er janvier - 20 juin);41.9347926638, 8.70132275974
Trans'urbaines;Auvergne-Rhône-Alpes;Puy-de-Dôme;Clermont-Ferrand;63113;http://www.hiphopclermont.com;transurbaines.direction@gmail.com;De 1990 à 1999;1997;Spectacle vivant;Après-saison (6 septembre - 31 décembre);45.7856492991, 3.11554542903
Festival BD livre et jeunesse de La Fouillade;Occitanie;Aveyron;La Fouillade;12105;http://bulles12.com/;bulles.douze@gmail.com;De 1990 à 1999;1997;Livre, littérature;Saison (21 juin - 5 septembre);44.2345851449, 2.04784404559
Reflets du Cinéma;Pays de la Loire;Mayenne;Laval;53130;http://www.lesrefletsducinema.com/;imad.makhzoum@atmospheres53.org;De 1990 à 1999;1997;Cinéma, audiovisuel;Avant-saison (1er janvier - 20 juin);48.0608565468, -0.766005687142
Festival de Théâtre pour Rire;Bretagne;Côtes-d'Armor;Matignon;22143;Www. Festival-pour-rire.com;ericdura@club-internet.fr;De 1990 à 1999;1997;Musique;Après-saison (6 septembre - 31 décembre);48.6017682782, -2.29021789488
Vibrations urbaines;Nouvelle-Aquitaine;Gironde;Pessac;33318;vibrations-urbaines.net/;courrier@mairie-pessac.fr;De 1990 à 1999;1997;Spectacle vivant;Après-saison (6 septembre - 31 décembre);44.7915990521, -0.676303166277
Festival de l'Imaginaire;Île-de-France;Seine-Saint-Denis;Aubervilliers;93001;https://www.maisondesculturesdumonde.org/;communication@maisondesculturesdumonde.org;De 1990 à 1999;1997;Musique;Après-saison (6 septembre - 31 décembre);48.9121722626, 2.38445513768
Bandafolie's;Nouvelle-Aquitaine;Haute-Vienne;Bessines-sur-Gartempe;87014;http://www.bandafolies.com/festival;contact@bandafolies.com;De 1990 à 1999;1997;Musique;Saison (21 juin - 5 septembre);46.1088644019, 1.3601193629
Festival des châteaux de Bruniquel;Occitanie;Tarn-et-Garonne;Bruniquel;82026;https://www.bruniqueloff.com/;festival@bruniqueloff.com;De 1990 à 1999;1997;Spectacle vivant;Saison (21 juin - 5 septembre);44.0521980341, 1.66009719751
Printemps de Pérouges;Auvergne-Rhône-Alpes;Ain;Saint-Vulbas;1390;www.festival-Perouges.org;communication@festival-perouges.org;De 1990 à 1999;1997;Musique;Saison (21 juin - 5 septembre);45.8222315102, 5.27019602929
Festival de Vendôme;Centre-Val de Loire;Loir-et-Cher;Vendôme;41269;www.vendomeguitarfest.com;guitares.au.gre.du.loir@gmail.com;De 1990 à 1999;1997;Musique;Saison (21 juin - 5 septembre);47.8013026692, 1.06106057175
Villes des Musiques du Monde;Île-de-France;Seine-Saint-Denis;Aubervilliers;93001;www.villesdesmusiquesdumonde.com;reservation@villesdesmusiquesdumonde.com;De 1990 à 1999;1997;Musique;Après-saison (6 septembre - 31 décembre);48.9121722626, 2.38445513768
Roubaix à l'Accordéon;Hauts-de-France;Nord;Roubaix;59512;https://roubaixalaccordeon.fr/;03 20 66 46 42;De 1990 à 1999;1997;Musique;Après-saison (6 septembre - 31 décembre);50.6879774811, 3.18258434623
Fémin'arte;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Antibes;6004;www.theatre-tribunal.fr;info@mediatheque-casa.fr;De 1990 à 1999;1997;Spectacle vivant;Avant-saison (1er janvier - 20 juin);43.587465146, 7.10635418256
Jazzcontreband;Auvergne-Rhône-Alpes;Haute-Savoie;Annecy;74010;www.jazzcontreband.com;;De 1990 à 1999;1997;Musique;Après-saison (6 septembre - 31 décembre);45.8906432566, 6.12551773598
Barathon Ô Les Choeurs;Nouvelle-Aquitaine;Corrèze;Tulle;19272;http://elizabethmydear.fr/;emdolc@gmail.com;De 1990 à 1999;1997;Musique;Après-saison (6 septembre - 31 décembre);45.2731516999, 1.76313875655
Festival Ô Les Choeurs;Nouvelle-Aquitaine;Corrèze;Tulle;19272;http://elizabethmydear.fr/;emdolc@gmail.com;De 1990 à 1999;1997;Musique;Après-saison (6 septembre - 31 décembre);45.2731516999, 1.76313875655
Festival de musique sacrée et baroque de Froville;Grand Est;Meurthe-et-Moselle;Froville;54216;https://www.festivaldefroville.com/;contact@festivaldefroville.com;De 1990 à 1999;1997;Musique;Avant-saison (1er janvier - 20 juin);48.4692546468, 6.36462739875
Festival Zik Zak;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Aix-en-Provence;13001;;kadivers1@gmail.com;De 1990 à 1999;1997;Musique;Saison (21 juin - 5 septembre);43.5360708378, 5.39857444582
E'Môm'tions - Festival Jeune Public;Bretagne;Ille-et-Vilaine;Châteaugiron;35069;ville-chateaugiron.fr;service.population@ville-chateaugiron.fr;De 1990 à 1999;1997;Musique;Après-saison (6 septembre - 31 décembre);48.0441575779, -1.50016256863
Le Livre et le Vin;Bourgogne-Franche-Comté;Saône-et-Loire;Cuisery;71158;;cuisery.livre@orange.fr;De 1990 à 1999;1997;Cinéma, audiovisuel;Après-saison (6 septembre - 31 décembre);46.5569799009, 4.99361378862
Les inattendus;Auvergne-Rhône-Alpes;Métropole de Lyon;Lyon;69123;www.inattendus.com;contact@inattendus.com;De 1990 à 1999;1997;Cinéma, audiovisuel;Avant-saison (1er janvier - 20 juin);45.9554021029, 4.64557594844
Ose(Z) La Danse;Nouvelle-Aquitaine;Vienne;Poitiers;86194;https://m3q.centres-sociaux.fr/cultures-urbaines/;accueil@m3q-csc86.org;De 1990 à 1999;1997;Spectacle vivant;Après-saison (6 septembre - 31 décembre);46.5839207726, 0.359947653003
Festival Convivencia;Occitanie;Haute-Garonne;Ramonville-Saint-Agne;31446;https://convivencia.eu/;info@convivencia.eu;De 1990 à 1999;1997;Spectacle vivant;Saison (21 juin - 5 septembre);43.5441837911, 1.47782372823
Rencontres internationales traverses;Occitanie;Haute-Garonne;Toulouse;31555;http://www.leguidedesfestivals.com/2022-les-xxve-rencontres-internationales-traverse-4060341.html;info.traversevideo@gmail.com;De 1990 à 1999;1997;Pluridisciplinaire;Avant-saison (1er janvier - 20 juin);43.5963814303, 1.43167293364
Mythos;Bretagne;Ille-et-Vilaine;Rennes;35238;festival-mythos.com;info@festival-mythos.com;De 1990 à 1999;1997;Musique;Avant-saison (1er janvier - 20 juin);48.1119791219, -1.68186449144
Festival Millesources & Dordogne;Nouvelle-Aquitaine;Corrèze;Neuvic;19148;http://millesources.org/;festival.millesources@gmail.com;De 1990 à 1999;1997;Musique;Saison (21 juin - 5 septembre);45.3714171238, 2.25865560062
Onze Bouge;Île-de-France;Paris;Paris;75056;www.festivalonze.org;contact@festivalonze.org;De 1990 à 1999;1997;Spectacle vivant;Avant-saison (1er janvier - 20 juin);48.8594154976, 2.37874106024
Br'ain de cirque;Auvergne-Rhône-Alpes;Ain;Bourg-en-Bresse;1053;http://www.etac01.com;contactetac01@gmail.com;De 1990 à 1999;1997;Spectacle vivant;Après-saison (6 septembre - 31 décembre);46.2051520382, 5.24602125501
Charlie jazz festival;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Vitrolles;13117;www.charlie-jazz.com;com@charlie-jazz.com;De 1990 à 1999;1997;Musique;Saison (21 juin - 5 septembre);43.4497831674, 5.26357787665
Étrange Cargo;Île-de-France;Paris;Paris;75056;www.menagerie-de-verre.org/;communication@menagerie-de-verre.org;De 1990 à 1999;1997;Spectacle vivant;Avant-saison (1er janvier - 20 juin);48.8594154976, 2.37874106024
Chien à Plumes;Grand Est;Haute-Marne;Villegusien;52529;www.chienaplumes.fr;chienaplumes@wanadoo.fr;De 1990 à 1999;1997;Musique;Saison (21 juin - 5 septembre);47.7309169271, 5.31298003747
Festival Résistances;Occitanie;Ariège;Foix;9122;https://festival-resistances.fr/;;De 1980 à 1989;1997;Cinéma, audiovisuel;saison (21 juin - 5 septembre);42.9658502274, 1.61037495894
Académie internationale de musique Hourtin Médoc;Nouvelle-Aquitaine;Gironde;Hourtin;33203;http://www.musique-hourtin.com/;infomusiquehourtin@yahoo.fr;De 1990 à 1999;1997;Musique;Avant-saison (1er janvier - 20 juin);45.1807913533, -1.06580080764
Écrans britanniques - British Screen;Occitanie;Gard;Nîmes;30189;https://www.ecransbritanniques.org/;british.screen.site@gmail.com;De 1990 à 1999;1997;Cinéma, audiovisuel;Avant-saison (1er janvier - 20 juin);43.844938394, 4.34806796996
Soirs au village;Pays de la Loire;Sarthe;Saint-Calais;72269;;;De 1990 à 1999;1997;Musique;Avant-saison (1er janvier - 20 juin);47.9250578354, 0.747660967628
Les médiévales de brignoles;Provence-Alpes-Côte d'Azur;Var;Brignoles;83023;www.Brignoles.fr;vtyrban@brignoles.fr;De 1990 à 1999;1997;Spectacle vivant;Saison (21 juin - 5 septembre);43.3992941902, 6.07740244296
Grésilles en fête;Bourgogne-Franche-Comté;Côte-d'Or;Dijon;21231;https://www.facebook.com/gresillesenfete/;;De 1990 à 1999;1997;Pluridisciplinaire;Avant-saison (1er janvier - 20 juin);47.3229437965, 5.03788805877
Festival de films et de débats Résistances;Occitanie;Ariège;Foix;9122;https://festival-resistances.fr/;accueil@festival-resistances.fr;De 1990 à 1999;1997;Cinéma, audiovisuel;Saison (21 juin - 5 septembre);42.9658502274, 1.61037495894
L'Autre festival;Occitanie;Aveyron;Capdenac-Gare;12052;http://guide-festivals.eu/index.php5?page=festival&festi=25477;;De 1990 à 1999;1997;Livre, littérature;Avant-saison (1er janvier - 20 juin);44.5596095618, 2.06863929998
Lo Rondèu;Occitanie;Gers;Castelnau-Barbarens;32076;https://www.lorondeu.com/;louronde@gmail.com;De 1990 à 1999;1997;Musique;Saison (21 juin - 5 septembre);43.5810895622, 0.724408794123
Les Mouillotins;Pays de la Loire;Mayenne;Saint-Poix;53250;http://www.mouillotins.fr;mouillotins@gmail.com;De 1990 à 1999;1997;Musique;Saison (21 juin - 5 septembre);47.9663369335, -1.04358876565
Festival choral international en Provence;Provence-Alpes-Côte d'Azur;Var;Bandol;83009;www.choral-events.com;admin@choral-events.com;De 1990 à 1999;1997;Musique;Saison (21 juin - 5 septembre);43.1473544522, 5.74789358398
Festival de Pâques de Deauville;Normandie;Calvados;Deauville;14220;https://musiqueadeauville.com/;;De 1990 à 1999;1997;Musique;Avant-saison (1er janvier - 20 juin);49.3543800887, 0.0744665786308
Melting'Fest;Normandie;Manche;Le Mesnil-Rouxelin;50321;https://meltingpotes50.wixsite.com/meltingfest;meltingpotes50@gmail.com;De 1990 à 1999;1997;Musique;Avant-saison (1er janvier - 20 juin);49.1423322166, -1.07833436341
Tarbes en tango;Occitanie;Hautes-Pyrénées;Tarbes;65440;www.tarbesentango.fr;accueil@tarbes-tourisme.fr;De 1990 à 1999;1997;Spectacle vivant;Saison (21 juin - 5 septembre);43.2347859635, 0.0660093937851
Salon des auteurs de Meximieux;Auvergne-Rhône-Alpes;Ain;Meximieux;1244;https://ville-meximieux.fr/salon-des-auteurs-22eme-edition/;;De 1990 à 1999;1997;Livre, littérature;Après-saison (6 septembre - 31 décembre);45.9060530318, 5.20404833653
6e continent;Auvergne-Rhône-Alpes;Métropole de Lyon;Lyon;69123;www.sixiemecontinent.net;direction@sixiemecontinent.net;De 1990 à 1999;1997;Musique;Avant-saison (1er janvier - 20 juin);45.702202274, 4.82705049921
L'Ososphère;Grand Est;Bas-Rhin;Strasbourg;67482;https://www.ososphere.org/;thierry@artefact.org;De 1990 à 1999;1997;Musique;Après-saison (6 septembre - 31 décembre);48.5712679849, 7.76752679517
Panoramas;Bretagne;Finistère;Morlaix;29151;https://www.festivalpanoramas.com/;info@festivalpanoramas.com;De 1990 à 1999;1997;Musique;Avant-saison (1er janvier - 20 juin);48.5996746612, -3.82052019963
Montjoux festival;Auvergne-Rhône-Alpes;Haute-Savoie;Thonon-les-Bains;74281;www.montjouxfestival.com;;De 1990 à 1999;1997;Musique;Saison (21 juin - 5 septembre);46.3704258049, 6.48194336071
Fete du Livre;Nouvelle-Aquitaine;Corrèze;Allassac;19005;;C.CAMUS5@WANADOO.FR;De 1990 à 1999;1997;Livre, littérature;Saison (21 juin - 5 septembre);45.2556220149, 1.46918061552
BulleBerry;Centre-Val de Loire;Cher;Bourges;18033;www.bulleberry.com;joel.martinat@wanadoo.fr;De 1990 à 1999;1997;Livre, littérature;Après-saison (6 septembre - 31 décembre);47.0749572013, 2.40417137557
Festival de Contes;Nouvelle-Aquitaine;Pyrénées-Atlantiques;Nay;64417;http://www.villedenay.fr;accueil@mairienay.fr;De 1990 à 1999;1997;Spectacle vivant;Saison (21 juin - 5 septembre);43.1761249342, -0.263143755533
Gouel bro Plistin;Bretagne;Côtes-d'Armor;Plestin-les-Grèves;22194;https://danstreger.wordpress.com/;tianholl@plestinlesgreves.com;De 1990 à 1999;1997;Cinéma, audiovisuel;Après-saison (6 septembre - 31 décembre);48.6476598998, -3.6197891944
Citéphilo;Hauts-de-France;Nord;Lille;59350;www.citephilo.org;www.citephilo.org;De 1990 à 1999;1997;Livre, littérature;Après-saison (6 septembre - 31 décembre);50.6317183168, 3.04783272312
Quinzaine Photographique Nantaise;Pays de la Loire;Loire-Atlantique;Nantes;44109;https://www.festival-qpn.com/;herve.marchand1@gmail.com;De 1990 à 1999;1997;Arts visuels, arts numériques;Après-saison (6 septembre - 31 décembre);47.2316356767, -1.54831008605
Les Pluriels;Normandie;Seine-Maritime;Rouen;76540;https://www.lespluriels.com/;bureau.lespluriels@gmail.com;De 1990 à 1999;1997;Pluridisciplinaire;Avant-saison (1er janvier - 20 juin);49.4413460103, 1.09256784278
Les Vendredis de l'été;Normandie;Orne;Bagnoles-de-l'Orne;61483;;;De 1990 à 1999;1997;Spectacle vivant;Saison (21 juin - 5 septembre);48.5556585202, -0.419510749596
Jazz au fil de l'Oise;Île-de-France;Val-d'Oise;Cergy-Pontoise;95127;www.jazzaufildeloise.fr;contact@jazzaufildeloise.fr;De 1990 à 1999;1997;Musique;Après-saison (6 septembre - 31 décembre);49.0401131567, 2.05082123731
Festival international d'orgue;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Roquevaire;13086;www.orgue-roquevaire.fr;association.agor@orange.fr;De 1990 à 1999;1997;Musique;Après-saison (6 septembre - 31 décembre);43.3437864693, 5.59772643152
Transhumances Musicales;Nouvelle-Aquitaine;Pyrénées-Atlantiques;Laàs;64287;http://transhumances-musicales.com/;cassalette@transhumances-musicales.com;De 1990 à 1999;1996;Musique;Saison (21 juin - 5 septembre);43.3863780665, -0.854028010814
Les suds, à arles;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Arles;13004;www.suds-arles.com;l.boury@suds-arles.com;De 1990 à 1999;1996;Musique;Saison (21 juin - 5 septembre);43.5468692378, 4.66215642574
Festival BD de Ligugé;Nouvelle-Aquitaine;Vienne;Ligugé;86133;bdlire.net;contact@bdlire.net;De 1990 à 1999;1996;Livre, littérature;Avant-saison (1er janvier - 20 juin);46.5205840634, 0.298086285921
